date,ticker,skew,z_score,position,next_skew_change,signal_pnl,cum_signal_pnl
2025-01-17,UBER,0.011093,0.20238618288775195,0,-0.0159459999999999,-0.0,-0.0
2025-01-21,UBER,-0.0048529999999999,-0.3869581316090392,1,-0.0030600000000001,-0.0030600000000001,-0.0030600000000001
2025-01-22,UBER,-0.007913,-0.49362786480925985,1,0.002758,0.002758,-0.00030200000000009993
2025-01-23,UBER,-0.005155,-0.35959847220802593,1,0.0027520000000001,0.0027520000000001,0.00245
2025-01-24,UBER,-0.0024029999999999,-0.25236008934030446,1,0.0243489999999999,0.0243489999999999,0.0267989999999999
2025-01-27,UBER,0.021946,0.6430346203310977,1,-0.041324,-0.041324,-0.0145250000000001
2025-01-28,UBER,-0.019378,-1.9455934805707893,1,0.0079620000000001,0.0079620000000001,-0.006563000000000001
2025-01-29,UBER,-0.0114159999999999,-0.9403342485601205,1,0.0388119999999999,0.0388119999999999,0.0322489999999999
2025-01-30,UBER,0.027396,2.403197431486481,1,-0.0245150000000001,-0.0245150000000001,0.0077339999999998035
2025-01-31,UBER,0.0028809999999999,0.17534683470624657,1,-0.035682999999999895,-0.035682999999999895,-0.027949000000000092
2025-02-03,UBER,-0.032802,-2.171214814212822,1,0.064829,0.064829,0.036879999999999906
2025-02-04,UBER,0.032027,1.8019318489390108,1,-0.053604,-0.053604,-0.016724000000000093
2025-02-05,UBER,-0.021577,-0.9268933004184731,1,0.0181170000000001,0.0181170000000001,0.0013930000000000053
2025-02-06,UBER,-0.0034599999999999,-0.15783091606562905,1,-9.200000000000007e-05,-9.200000000000007e-05,0.0013010000000000053
2025-02-07,UBER,-0.0035519999999999,-0.13354657124017633,1,-0.0012840000000001002,-0.0012840000000001002,1.6999999999905112e-05
2025-02-10,UBER,-0.004836,-0.11718883780480285,1,-0.048371,-0.048371,-0.04835400000000009
2025-02-11,UBER,-0.053207,-2.4744749277748808,1,0.04137299999999999,0.04137299999999999,-0.006981000000000098
2025-02-12,UBER,-0.011834,-0.24413974299275631,1,0.001657000000000101,0.001657000000000101,-0.005323999999999997
2025-02-13,UBER,-0.0101769999999999,-0.012755295037460477,0,0.0071179999999999,0.0,-0.005323999999999997
2025-02-14,UBER,-0.003059,0.373333694483283,-1,-0.004354,0.004354,-0.0009699999999999969
2025-02-18,UBER,-0.007413,0.10544197169994245,-1,-0.0014649999999998995,0.0014649999999998995,0.0004949999999999026
2025-02-19,UBER,-0.0088779999999999,0.23775856701120546,-1,-0.0018730000000001003,0.0018730000000001003,0.002368000000000003
2025-02-20,UBER,-0.010751,0.07475394896441119,-1,0.0171559999999999,-0.0171559999999999,-0.014787999999999898
2025-02-21,UBER,0.0064049999999999,1.222669045077838,-1,-0.0470669999999999,0.0470669999999999,0.032279
2025-02-24,UBER,-0.040662,-1.751105823188268,-1,0.081312,-0.081312,-0.04903299999999999
2025-02-25,UBER,0.04065,2.877863985025784,-1,-0.0436649999999999,0.0436649999999999,-0.005368000000000095
2025-02-26,UBER,-0.0030149999999999,0.2661884914212542,-1,0.0282359999999998,-0.0282359999999998,-0.0336039999999999
2025-02-27,UBER,0.0252209999999999,1.408981208359737,-1,-0.005857000000000001,0.005857000000000001,-0.027746999999999897
2025-02-28,UBER,0.0193639999999999,0.8775406992558679,-1,0.0084510000000001,-0.0084510000000001,-0.036197999999999994
2025-03-03,UBER,0.027815,1.088633857299144,-1,-0.0026250000000000995,0.0026250000000000995,-0.033572999999999895
2025-03-04,UBER,0.0251899999999999,0.788033550860344,-1,0.0051790000000001,-0.0051790000000001,-0.038751999999999995
2025-03-05,UBER,0.030369,0.8385310185031926,-1,0.007626000000000001,-0.007626000000000001,-0.046377999999999996
2025-03-06,UBER,0.037995,0.9895335473662755,-1,-0.007357000000000002,0.007357000000000002,-0.03902099999999999
2025-03-07,UBER,0.030638,0.5141589233118379,-1,0.010257000000000002,-0.010257000000000002,-0.049277999999999995
2025-03-10,UBER,0.040895,1.4460919127617584,-1,0.011568999999999996,-0.011568999999999996,-0.06084699999999999
2025-03-11,UBER,0.052464,2.0745940490181805,-1,-0.0693679999999999,0.0693679999999999,0.00852099999999991
2025-03-12,UBER,-0.0169039999999999,-5.843564271164174,-1,0.0744779999999998,-0.0744779999999998,-0.06595699999999988
2025-03-13,UBER,0.0575739999999999,0.9173793136389289,-1,-0.005202000000000005,0.005202000000000005,-0.06075499999999987
2025-03-14,UBER,0.0523719999999999,0.9712356021380346,-1,-0.006575999999999894,0.006575999999999894,-0.05417899999999998
2025-03-17,UBER,0.045796,0.5366937576638492,-1,-0.007564000000000105,0.007564000000000105,-0.04661499999999987
2025-03-18,UBER,0.0382319999999999,0.09078951183070619,-1,0.007214999999999999,-0.007214999999999999,-0.05382999999999987
2025-03-19,UBER,0.0454469999999999,0.3613393068644404,-1,-0.0101899999999999,0.0101899999999999,-0.04363999999999997
2025-03-20,UBER,0.035257,-0.13515843574247613,-1,0.0077679999999999,-0.0077679999999999,-0.05140799999999987
2025-03-21,UBER,0.0430249999999999,0.18723997459152125,-1,-0.0469039999999999,0.0469039999999999,-0.004503999999999973
2025-03-24,UBER,-0.003879,-1.9380461803184235,-1,0.0352199999999999,-0.0352199999999999,-0.03972399999999987
2025-03-25,UBER,0.0313409999999999,-0.13279505276124987,-1,0.0038720000000000004,-0.0038720000000000004,-0.04359599999999987
2025-03-26,UBER,0.0352129999999999,-0.14543814155551685,-1,0.0030280000000001,-0.0030280000000001,-0.04662399999999997
2025-03-27,UBER,0.038241,0.1798914331646944,-1,0.0108979999999999,-0.0108979999999999,-0.05752199999999987
2025-03-28,UBER,0.0491389999999999,0.9859889825134194,-1,0.015192000000000004,-0.015192000000000004,-0.07271399999999988
2025-03-31,UBER,0.0643309999999999,1.9160987060254204,-1,-0.023072000000000002,0.023072000000000002,-0.049641999999999874
2025-04-01,UBER,0.0412589999999999,0.1661946634069671,-1,0.014986,-0.014986,-0.06462799999999988
2025-04-02,UBER,0.0562449999999999,1.0549256998608396,-1,0.022578000000000105,-0.022578000000000105,-0.08720599999999998
2025-04-03,UBER,0.078823,2.008904940564622,-1,-0.10155499999999991,0.10155499999999991,0.014348999999999931
2025-04-04,UBER,-0.0227319999999999,-2.8578002714342707,-1,0.0672529999999998,-0.0672529999999998,-0.05290399999999987
2025-04-07,UBER,0.0445209999999999,0.09604374274992651,-1,0.083265,-0.083265,-0.13616899999999987
2025-04-08,UBER,0.1277859999999999,3.0282809662687518,-1,-0.028478000000000003,0.028478000000000003,-0.10769099999999987
2025-04-09,UBER,0.0993079999999999,1.198177011500479,-1,0.08113900000000002,-0.08113900000000002,-0.1888299999999999
2025-04-10,UBER,0.1804469999999999,2.851614963028284,-1,-0.04590699999999992,0.04590699999999992,-0.14292299999999997
2025-04-11,UBER,0.13454,0.815511263095939,-1,-0.031788,0.031788,-0.11113499999999997
2025-04-14,UBER,0.102752,0.22765663738552258,-1,-0.01445200000000009,0.01445200000000009,-0.09668299999999988
2025-04-15,UBER,0.0882999999999999,-0.09765318027218893,-1,0.03476199999999999,-0.03476199999999999,-0.13144499999999987
2025-04-16,UBER,0.1230619999999999,0.4895165062919617,-1,-0.025010999999999894,0.025010999999999894,-0.10643399999999997
2025-04-17,UBER,0.098051,-0.043576313181965316,0,-0.003614000000000006,-0.0,-0.10643399999999997
2025-04-21,UBER,0.094437,-0.6375482798598634,1,-0.01826700000000009,-0.01826700000000009,-0.12470100000000006
2025-04-22,UBER,0.0761699999999999,-1.385477873545286,1,0.017606999999999998,0.017606999999999998,-0.10709400000000006
2025-04-23,UBER,0.0937769999999999,-0.5087094688056394,1,-0.007884999999999906,-0.007884999999999906,-0.11497899999999997
2025-04-24,UBER,0.085892,-0.759298439596886,1,-0.005912000000000098,-0.005912000000000098,-0.12089100000000007
2025-04-25,UBER,0.0799799999999999,-0.8884776858586294,1,-0.016081999999999902,-0.016081999999999902,-0.13697299999999996
2025-04-28,UBER,0.063898,-2.0777847596443535,1,-0.006091999999999993,-0.006091999999999993,-0.14306499999999994
2025-04-29,UBER,0.057806,-1.7889185776773748,1,0.015274999999999893,0.015274999999999893,-0.12779000000000004
2025-04-30,UBER,0.0730809999999999,-0.4026549926462235,1,-0.007443999999999895,-0.007443999999999895,-0.13523399999999994
2025-05-01,UBER,0.065637,-0.7988220485023738,1,-0.066751,-0.066751,-0.20198499999999994
2025-05-02,UBER,-0.001114,-5.842666220512353,1,0.0818,0.0818,-0.12018499999999994
2025-05-05,UBER,0.080686,5.62725380823371,1,-0.11197199999999989,-0.11197199999999989,-0.23215699999999984
2025-05-06,UBER,-0.0312859999999999,-3.517097588450251,1,0.0443409999999998,0.0443409999999998,-0.18781600000000004
2025-05-07,UBER,0.0130549999999999,-1.0227548660738512,1,-0.0007039999999998992,-0.0007039999999998992,-0.18851999999999994
2025-05-08,UBER,0.012351,-0.7885046152448261,1,-0.014998000000000001,-0.014998000000000001,-0.20351799999999995
2025-05-09,UBER,-0.002647,-1.0071391025095549,1,0.0250739999999999,0.0250739999999999,-0.17844400000000005
2025-05-12,UBER,0.0224269999999999,-0.1848721498720551,1,-0.016883,-0.016883,-0.19532700000000006
2025-05-13,UBER,0.0055439999999999,-0.5301700493204914,1,-0.0165869999999999,-0.0165869999999999,-0.21191399999999996
2025-05-14,UBER,-0.011043,-0.8844839798107027,1,0.018806,0.018806,-0.19310799999999997
2025-05-15,UBER,0.007763,-0.16030878598498352,1,-0.011744000000000001,-0.011744000000000001,-0.20485199999999998
2025-05-16,UBER,-0.003981,-0.47215651195106473,1,0.013138,0.013138,-0.19171399999999997
2025-05-19,UBER,0.009157,0.46904354874078663,1,0.0097089999999999,0.0097089999999999,-0.18200500000000006
2025-05-20,UBER,0.0188659999999999,1.4264813659745408,1,0.0094980000000001,0.0094980000000001,-0.17250699999999997
2025-05-21,UBER,0.028364,2.009710559838576,1,-0.0067710000000001,-0.0067710000000001,-0.17927800000000008
2025-05-22,UBER,0.0215929999999999,1.0123046922703576,1,-0.004740000000000001,-0.004740000000000001,-0.18401800000000007
2025-05-23,UBER,0.0168529999999999,0.3792582999046555,1,-0.0042169999999999,-0.0042169999999999,-0.18823499999999996
2025-05-27,UBER,0.012636,0.22030194685186053,1,0.020794999999999897,0.020794999999999897,-0.16744000000000006
2025-05-28,UBER,0.0334309999999999,1.732554219939174,1,-0.004207999999999899,-0.004207999999999899,-0.17164799999999997
2025-05-29,UBER,0.029223,0.8287040693074789,1,-0.0005459999999999979,-0.0005459999999999979,-0.17219399999999996
2025-05-30,UBER,0.028677,0.6272963630268547,1,-0.0101670000000001,-0.0101670000000001,-0.18236100000000005
2025-06-02,UBER,0.0185099999999999,-0.7896790441556134,1,-0.0360279999999999,-0.0360279999999999,-0.21838899999999994
2025-06-03,UBER,-0.017518,-5.8392972266024366,1,-0.007311999999999902,-0.007311999999999902,-0.22570099999999985
2025-06-04,UBER,-0.0248299999999999,-2.3178972623841374,1,0.035955999999999905,0.035955999999999905,-0.18974499999999994
2025-06-05,UBER,0.011126,2.7210729501068234,1,-0.0019129999999999998,-0.0019129999999999998,-0.19165799999999994
2025-06-06,UBER,0.009213,-0.07698720182402323,1,-0.005919000000000001,-0.005919000000000001,-0.19757699999999995
2025-06-09,UBER,0.003294,-0.34328796255901706,1,0.033383,0.033383,-0.16419399999999995
2025-06-10,UBER,0.036677,1.3473045102481247,1,-0.0274020000000001,-0.0274020000000001,-0.19159600000000004
2025-06-11,UBER,0.0092749999999999,-0.07088991096174163,1,-5.899999999989941e-05,-5.899999999989941e-05,-0.19165499999999994
2025-06-12,UBER,0.009216,0.09405375709404941,1,-0.030274000000000002,-0.030274000000000002,-0.22192899999999993
2025-06-13,UBER,-0.021058,-1.4651342742886853,1,0.051597000000000004,0.051597000000000004,-0.17033199999999993
2025-06-16,UBER,0.030539,1.4901598804572938,1,0.0018010000000000005,0.0018010000000000005,-0.16853099999999993
2025-06-17,UBER,0.03234,1.2576642935340834,1,-0.005409000000000101,-0.005409000000000101,-0.17394000000000004
2025-06-18,UBER,0.0269309999999999,0.7896169180733301,1,0.013131000000000004,0.013131000000000004,-0.16080900000000004
2025-06-20,UBER,0.0400619999999999,1.3623024149416862,1,0.019367999999999996,0.019367999999999996,-0.14144100000000004
2025-06-23,UBER,0.0594299999999999,2.041790882285797,1,-0.039778999999999995,-0.039778999999999995,-0.18122000000000005
2025-06-24,UBER,0.0196509999999999,-0.3240737549567528,1,0.003334,0.003334,-0.17788600000000004
2025-06-25,UBER,0.0229849999999999,0.026421781407523177,0,-0.005793000000000003,-0.0,-0.17788600000000004
2025-06-26,UBER,0.0171919999999999,-0.35616085856376317,1,-0.008422999999999898,-0.008422999999999898,-0.18630899999999995
2025-06-27,UBER,0.008769,-0.7829101058641075,1,-0.0383389999999999,-0.0383389999999999,-0.22464799999999985
2025-06-30,UBER,-0.0295699999999999,-3.986597741615099,1,-0.002515,-0.002515,-0.22716299999999984
2025-07-01,UBER,-0.0320849999999999,0.07619109376007803,1,0.0273089999999999,0.0273089999999999,-0.19985399999999995
2025-07-02,UBER,-0.004776,0.9806952185861012,1,0.0043130000000001,0.0043130000000001,-0.19554099999999985
2025-07-03,UBER,-0.0004629999999999,-0.11549258662535437,1,-0.0254420000000001,-0.0254420000000001,-0.22098299999999996
2025-07-07,UBER,-0.025905,-0.9092803991963189,1,0.047002999999999906,0.047002999999999906,-0.17398000000000005
2025-07-08,UBER,0.0210979999999999,1.734084445273819,1,-0.007417000000000002,-0.007417000000000002,-0.18139700000000006
2025-07-09,UBER,0.0136809999999999,0.7311518119482571,1,-0.0549459999999998,-0.0549459999999998,-0.23634299999999986
2025-07-10,UBER,-0.0412649999999999,-1.7951664456574152,1,0.0595139999999999,0.0595139999999999,-0.17682899999999996
2025-07-11,UBER,0.018249,1.2394281925669473,1,-0.0034500000000000017,-0.0034500000000000017,-0.18027899999999997
2025-07-14,UBER,0.014799,1.0037971264049488,1,0.0104869999999999,0.0104869999999999,-0.16979200000000005
2025-07-15,UBER,0.0252859999999999,1.2648779842570763,1,-0.0024739999999999,-0.0024739999999999,-0.17226599999999995
2025-07-16,UBER,0.022812,0.9357475830251231,1,-0.0209630000000001,-0.0209630000000001,-0.19322900000000004
2025-07-17,UBER,0.0018489999999999,-0.1362369170515901,1,0.011900000000000101,0.011900000000000101,-0.18132899999999993
2025-07-18,UBER,0.013749,0.3463198929768323,1,0.0014839999999999992,0.0014839999999999992,-0.17984499999999992
2025-07-21,UBER,0.015233,0.2892845031662759,1,0.0014159999999999,0.0014159999999999,-0.17842900000000003
2025-07-22,UBER,0.0166489999999999,0.35841014356057516,1,0.010745000000000102,0.010745000000000102,-0.16768399999999994
2025-07-23,UBER,0.027394,0.8767428932594103,1,-0.022334000000000104,-0.022334000000000104,-0.19001800000000005
2025-07-24,UBER,0.0050599999999999,-1.6037927799466503,1,0.003414000000000101,0.003414000000000101,-0.18660399999999994
2025-07-25,UBER,0.008474,-0.8904924999629158,1,0.003434999999999999,0.003434999999999999,-0.18316899999999994
2025-07-28,UBER,0.011909,-0.37034068645714724,1,-0.016196,-0.016196,-0.19936499999999993
2025-07-29,UBER,-0.004287,-2.219602389392654,1,-0.004740999999999901,-0.004740999999999901,-0.20410599999999984
2025-07-30,UBER,-0.0090279999999999,-2.170074653168465,1,0.0159389999999999,0.0159389999999999,-0.18816699999999995
2025-07-31,UBER,0.006911,-0.13704890339044545,1,-0.0033180000000000995,-0.0033180000000000995,-0.19148500000000004
2025-08-01,UBER,0.0035929999999999,-0.42105027967356595,1,0.0031560000000000997,0.0031560000000000997,-0.18832899999999994
2025-08-04,UBER,0.006749,0.010864609696265428,0,-0.0056619999999999995,-0.0,-0.18832899999999994
2025-08-05,UBER,0.001087,-0.4641792946932594,1,-0.0047159999999999,-0.0047159999999999,-0.19304499999999983
2025-08-06,UBER,-0.0036289999999999,-1.0343011230148962,1,0.0194449999999998,0.0194449999999998,-0.17360000000000003
2025-08-07,UBER,0.0158159999999999,1.9608593048806,1,-0.017510999999999898,-0.017510999999999898,-0.19111099999999992
2025-08-08,UBER,-0.001695,-0.599710172787855,1,-0.013145999999999899,-0.013145999999999899,-0.20425699999999983
2025-08-11,UBER,-0.0148409999999999,-2.2821815717527216,1,0.011828999999999899,0.011828999999999899,-0.19242799999999993
2025-08-12,UBER,-0.003012,-0.3983433279896425,1,-0.021554,-0.021554,-0.21398199999999992
2025-08-13,UBER,-0.024566,-3.0009062824046286,1,0.023134000000000002,0.023134000000000002,-0.1908479999999999
2025-08-14,UBER,-0.001432,0.15950671987229897,1,0.0049479999999998995,0.0049479999999998995,-0.1859
2025-08-15,UBER,0.0035159999999999,0.5508389083854426,1,0.005426000000000101,0.005426000000000101,-0.1804739999999999
2025-08-18,UBER,0.008942,1.0738008570839404,1,-0.005889,-0.005889,-0.18636299999999992
2025-08-19,UBER,0.003053,0.44549551981939867,1,0.0166599999999999,0.0166599999999999,-0.16970300000000002
2025-08-20,UBER,0.0197129999999999,1.7558492522055609,1,-0.0015919999999999997,-0.0015919999999999997,-0.17129500000000003
2025-08-21,UBER,0.0181209999999999,1.4889606941456788,1,0.0057580000000001,0.0057580000000001,-0.16553699999999993
2025-08-22,UBER,0.023879,1.3914389857805394,1,-0.043174000000000004,-0.043174000000000004,-0.20871099999999992
2025-08-25,UBER,-0.019295,-2.093446598690575,1,0.0230129999999999,0.0230129999999999,-0.18569800000000003
